page,country,rev_id,FIPS,Name,Type,TimeFrame,Data (M),Population,_merge
Park Hong-keun,South Korean,775458639.0,,,,,,,left_only
Ahn Sang-yeong,South Korean,777008205.0,,,,,,,left_only
Jang Deok-jin,South Korean,777070214.0,,,,,,,left_only
Kim Jae-soon,South Korean,778915319.0,,,,,,,left_only
Kim Jin-sun,South Korean,778916810.0,,,,,,,left_only
Kim Il-ung,South Korean,779544705.0,,,,,,,left_only
Koo Kyo-hyun,South Korean,779544873.0,,,,,,,left_only
Ji Sang-wook,South Korean,780227423.0,,,,,,,left_only
Chung Hong-won,South Korean,781133659.0,,,,,,,left_only
Kim Byong-joon,South Korean,781134255.0,,,,,,,left_only
Hong Ihk-pyo,South Korean,782498395.0,,,,,,,left_only
Jeon Soon-ok,South Korean,782649404.0,,,,,,,left_only
Lee Hae-chan,South Korean,785317852.0,,,,,,,left_only
Yu Myung-hwan,South Korean,790178486.0,,,,,,,left_only
Yoon Young-kwan,South Korean,790178940.0,,,,,,,left_only
Yoon Jeung-hyun,South Korean,790179508.0,,,,,,,left_only
Suh Sang-chul,South Korean,790180349.0,,,,,,,left_only
Bak Maeng-woo,South Korean,790471224.0,,,,,,,left_only
Lee Wan-koo,South Korean,791389950.0,,,,,,,left_only
Kim Chang-ryong,South Korean,792037093.0,,,,,,,left_only
Yun Duk-min,South Korean,794638210.0,,,,,,,left_only
Cheong Yang-seog,South Korean,795546187.0,,,,,,,left_only
Chin Young,South Korean,795546191.0,,,,,,,left_only
Kim Kwan-yong,South Korean,795546228.0,,,,,,,left_only
Lee Hahn-koo,South Korean,795546245.0,,,,,,,left_only
Lee Jung-hyun (politician),South Korean,795546256.0,,,,,,,left_only
Kim Chong-hoh,South Korean,797806095.0,,,,,,,left_only
Chung Ho-yong,South Korean,798295710.0,,,,,,,left_only
Lee Jae-myung,South Korean,798611948.0,,,,,,,left_only
Lee Nak-hoon,South Korean,799083872.0,,,,,,,left_only
Yoo Il-ho,South Korean,799945764.0,,,,,,,left_only
Park Young-sun,South Korean,800258105.0,,,,,,,left_only
Kwon Young-ghil,South Korean,800896932.0,,,,,,,left_only
In Jae-keun,South Korean,800896981.0,,,,,,,left_only
Kang Kum-sil,South Korean,802728876.0,,,,,,,left_only
Park Yong-ok,South Korean,802955917.0,,,,,,,left_only
Jeon Hye-sook,South Korean,803383030.0,,,,,,,left_only
Kim Un-yong,South Korean,803838269.0,,,,,,,left_only
Sim Sang-jung,South Korean,804816596.0,,,,,,,left_only
Kim So-yeon (activist),South Korean,804817210.0,,,,,,,left_only
Yi Yun-yong,South Korean,804962117.0,,,,,,,left_only
Byeon Yeong-tae,South Korean,804962160.0,,,,,,,left_only
Lee Beom-seok (foreign minister),South Korean,804962170.0,,,,,,,left_only
Yoo Chang-soon,South Korean,804968129.0,,,,,,,left_only
Lee Hyun-jae,South Korean,804968364.0,,,,,,,left_only
Hyun Soong-jong,South Korean,804968483.0,,,,,,,left_only
Yun Byung-se,South Korean,804971432.0,,,,,,,left_only
Kim Sung-hwan (politician),South Korean,804971477.0,,,,,,,left_only
Kim Suk-soo,South Korean,804971686.0,,,,,,,left_only
Kim Hwang-sik,South Korean,804971888.0,,,,,,,left_only
Chang Sang,South Korean,804972263.0,,,,,,,left_only
Chang Taek-sang,South Korean,805053478.0,,,,,,,left_only
"List of members of the South Korean Constituent Assembly, 1948–50",South Korean,805158721.0,,,,,,,left_only
Lim Su-kyung,South Korean,805293256.0,,,,,,,left_only
Ki Dong-min,South Korean,805956890.0,,,,,,,left_only
Shin Sung-mo,South Korean,805991409.0,,,,,,,left_only
Chun Jung-bae,South Korean,806073279.0,,,,,,,left_only
"List of members of the National Assembly (South Korea), 2012–2016",South Korean,806073996.0,,,,,,,left_only
Han Duck-soo,South Korean,806124709.0,,,,,,,left_only
Roh Tae-woo,South Korean,806145466.0,,,,,,,left_only
Han Myeong-sook,South Korean,806182207.0,,,,,,,left_only
Choo Mi-ae,South Korean,806184478.0,,,,,,,left_only
Na Kyung-won,South Korean,806319565.0,,,,,,,left_only
Min Byung-doo,South Korean,806399005.0,,,,,,,left_only
Choe Kwang-shik,South Korean,806439224.0,,,,,,,left_only
Choi Kyu-hah,South Korean,806462613.0,,,,,,,left_only
Won Sei-hoon,South Korean,806511942.0,,,,,,,left_only
Won Yoo-chul,South Korean,806512047.0,,,,,,,left_only
Kim Boo-kyum,South Korean,806555857.0,,,,,,,left_only
Baek Du-jin,South Korean,806590508.0,,,,,,,left_only
"List of members of the National Assembly (South Korea), 2016–present",South Korean,806749773.0,,,,,,,left_only
Park Chung-hee,South Korean,806801805.0,,,,,,,left_only
Chun Doo-hwan,South Korean,806846283.0,,,,,,,left_only
Roh Moo-hyun,South Korean,806852494.0,,,,,,,left_only
Lee Jung-hee,South Korean,807021657.0,,,,,,,left_only
Song Yo-chan,South Korean,807029190.0,,,,,,,left_only
Kitack Lim,South Korean,807057020.0,,,,,,,left_only
Park Geun-hye,South Korean,807060237.0,,,,,,,left_only
Do Jong-hwan,South Korean,807122658.0,,,,,,,left_only
Assassination of Park Chung-hee,South Korean,807142261.0,,,,,,,left_only
Geum Min,South Korean,807404528.0,,,,,,,left_only
Nam Duck-woo,South Korean,807423123.0,,,,,,,left_only
Toluono Feti,Samoan,671515606.0,,,,,,,left_only
James Ah Koy,Samoan,704919844.0,,,,,,,left_only
Va'aelua Eti Alesana,Samoan,705218371.0,,,,,,,left_only
Misa Telefoni Retzlaff,Samoan,706207837.0,,,,,,,left_only
Luagalau Levaula Kamu,Samoan,706804758.0,,,,,,,left_only
Leafa Vitale,Samoan,706837234.0,,,,,,,left_only
Niko Lee Hang,Samoan,707525246.0,,,,,,,left_only
Tuu'u Anasi'i Leota,Samoan,707525315.0,,,,,,,left_only
Tuiloma Pule Lameko,Samoan,707750982.0,,,,,,,left_only
Laauli Leuatea Polataivao,Samoan,714244543.0,,,,,,,left_only
To’alepaiali’i Toeolesulusulu Salesa III,Samoan,717442173.0,,,,,,,left_only
Namulau’ulu Vavae Tuilagi,Samoan,718995854.0,,,,,,,left_only
Lefau Harry Schuster,Samoan,719691980.0,,,,,,,left_only
Tuitama Talalelei Tuitama,Samoan,723152770.0,,,,,,,left_only
Le Mamea Matatumua Ata,Samoan,726724077.0,,,,,,,left_only
Tole’afoa Solomona To’ailoa,Samoan,726724455.0,,,,,,,left_only
Lealailepule Rimoni Aiafi,Samoan,738999542.0,,,,,,,left_only
Va'ai Papu Vailupe,Samoan,739170575.0,,,,,,,left_only
Palusalue Fa’apo II,Samoan,739170586.0,,,,,,,left_only
Tolofuaivalelei Falemoe Lei’ataua,Samoan,739170620.0,,,,,,,left_only
A'eau Peniamina,Samoan,739170646.0,,,,,,,left_only
Patu Ativalu,Samoan,739170663.0,,,,,,,left_only
Sua Sulu'ape Paulo II,Samoan,740773350.0,,,,,,,left_only
Asiata Sale'imoa Va'ai,Samoan,745204530.0,,,,,,,left_only
Aiono Nonumalo Sofara,Samoan,748298776.0,,,,,,,left_only
Mata'afa Faumuina Fiame Mulinu'u I,Samoan,748384437.0,,,,,,,left_only
Fiame Mata'afa Faumuina Mulinu'u II,Samoan,748477510.0,,,,,,,left_only
Matatumua Maimoana,Samoan,757107378.0,,,,,,,left_only
Laulu Fetauimalemau Mata'afa,Samoan,757107952.0,,,,,,,left_only
Fiame Naomi Mata'afa,Samoan,757562316.0,,,,,,,left_only
Safuneitu'uga Pa'aga Neri,Samoan,757616961.0,,,,,,,left_only
Gatoloaifaana Amataga Alesana-Gidlow,Samoan,758953501.0,,,,,,,left_only
Tuala Ainiu Iusitino,Samoan,762572848.0,,,,,,,left_only
Paul Alan Cox,Samoan,767363297.0,,,,,,,left_only
Tuala Falenaoti Tiresa Malietoa,Samoan,771267864.0,,,,,,,left_only
Toi Aukuso Cain,Samoan,771651038.0,,,,,,,left_only
Muagututagata Peter Ah Him,Samoan,780759402.0,,,,,,,left_only
Sua Rimoni Ah Chong,Samoan,782134923.0,,,,,,,left_only
Luamanuvao Winnie Laban,Samoan,782465136.0,,,,,,,left_only
Order of Merit of Samoa,Samoan,782768517.0,,,,,,,left_only
Sapa'u Ruperake Petaia,Samoan,783679600.0,,,,,,,left_only
Le Mamea Ropati,Samoan,784413731.0,,,,,,,left_only
Tui Manuʻa Elisala,Samoan,785553682.0,,,,,,,left_only
Mata'afa,Samoan,786776338.0,,,,,,,left_only
Polataivao Fosi,Samoan,787519332.0,,,,,,,left_only
Tony Tuimavave,Samoan,788649434.0,,,,,,,left_only
Tuimaleali'ifano,Samoan,791884820.0,,,,,,,left_only
Dave Solomon (rugby),Samoan,793129536.0,,,,,,,left_only
Va'ai Kolone,Samoan,793294077.0,,,,,,,left_only
Tamaseu Leni Warren,Samoan,793926721.0,,,,,,,left_only
Mata'afa Iosefo,Samoan,794202189.0,,,,,,,left_only
Ale Vena Ale,Samoan,796309750.0,,,,,,,left_only
Keneti Sio,Samoan,796377891.0,,,,,,,left_only
Prime Minister of Samoa,Samoan,797760961.0,,,,,,,left_only
Tupua Tamasese Lealofi IV,Samoan,798166885.0,,,,,,,left_only
Tofilau Eti Alesana,Samoan,798166951.0,,,,,,,left_only
Aiono Fanaafi Le Tagaloa,Samoan,798494387.0,,,,,,,left_only
Le Tagaloa Pita,Samoan,798807561.0,,,,,,,left_only
Aveau Niko Palamo,Samoan,801057378.0,,,,,,,left_only
Mark Gosche,Samoan,801142102.0,,,,,,,left_only
Lauaki Namulauulu Mamoe,Samoan,801175876.0,,,,,,,left_only
Tufuga Efi,Samoan,801182300.0,,,,,,,left_only
Salamasina,Samoan,801186581.0,,,,,,,left_only
Tupua Tamasese Meaʻole,Samoan,801213484.0,,,,,,,left_only
Emma Kruse Va'ai,Samoan,801564093.0,,,,,,,left_only
Tuilaepa Aiono Sailele Malielegaoi,Samoan,801570141.0,,,,,,,left_only
Tupua Tamasese,Samoan,801746626.0,,,,,,,left_only
Tupua Tamasese Lealofi III,Samoan,801944573.0,,,,,,,left_only
Olaf Frederick Nelson,Samoan,802011301.0,,,,,,,left_only
Va'aletoa Sualauvi II,Samoan,802218035.0,,,,,,,left_only
Faumuina Tiatia Liuga,Samoan,802850235.0,,,,,,,left_only
Malietoa Tanumafili II,Samoan,804303257.0,,,,,,,left_only
Fuimaono Naoia Tei,Samoan,804379271.0,,,,,,,left_only
Fuiono Senio,Samoan,804379277.0,,,,,,,left_only
O le Ao o le Malo,Samoan,806055721.0,,,,,,,left_only
William Sio,Samoan,807177019.0,,,,,,,left_only
Speaker of the Legislative Assembly of Montserrat,Montserratian,674919905.0,,,,,,,left_only
Peter Waterworth,Montserratian,712713704.0,,,,,,,left_only
Christopher J. Turner,Montserratian,719256142.0,,,,,,,left_only
Howard Fergus,Montserratian,725980651.0,,,,,,,left_only
Ashley Greenwood,Montserratian,737169369.0,,,,,,,left_only
Teresina Bodkin,Montserratian,757086597.0,,,,,,,left_only
Shirley Osborne,Montserratian,757086621.0,,,,,,,left_only
Adrian Davis (governor),Montserratian,762009545.0,,,,,,,left_only
David G. P. Taylor,Montserratian,768679602.0,,,,,,,left_only
Sarita Francis,Montserratian,770131970.0,,,,,,,left_only
David Brandt (politician),Montserratian,771351774.0,,,,,,,left_only
Bertrand Osborne,Montserratian,771351955.0,,,,,,,left_only
Percival Austin Bramble,Montserratian,771352057.0,,,,,,,left_only
Winston Pond,Montserratian,781452925.0,,,,,,,left_only
Mary Rose Tuitt,Montserratian,783821985.0,,,,,,,left_only
Tony Longrigg,Montserratian,784856577.0,,,,,,,left_only
Deborah Barnes-Jones,Montserratian,784875662.0,,,,,,,left_only
William Henry Bramble,Montserratian,788976365.0,,,,,,,left_only
John Kemys Spencer-Churchill,Montserratian,789918293.0,,,,,,,left_only
Reuben Meade,Montserratian,790614135.0,,,,,,,left_only
Wilfred Bennett Davidson-Houston,Montserratian,791981452.0,,,,,,,left_only
Elizabeth Carriere,Montserratian,793896767.0,,,,,,,left_only
"Government House, Montserrat",Montserratian,798265888.0,,,,,,,left_only
Donaldson Romeo,Montserratian,799317293.0,,,,,,,left_only
Premier of Montserrat,Montserratian,801175821.0,,,,,,,left_only
Governor of Montserrat,Montserratian,806415676.0,,,,,,,left_only
Tony Abbott (governor),Montserratian,806730593.0,,,,,,,left_only
Chairman of the Island Council (Pitcairn),Pitcairn Islands,680532939.0,,,,,,,left_only
Edgar Allen Christian,Pitcairn Islands,715823848.0,,,,,,,left_only
Frederick Martin Christian,Pitcairn Islands,715823876.0,,,,,,,left_only
John Lorenzo Christian,Pitcairn Islands,715823908.0,,,,,,,left_only
Benjamin Stanley Young,Pitcairn Islands,717259837.0,,,,,,,left_only
Edward Quintal,Pitcairn Islands,717338734.0,,,,,,,left_only
Arthur Quintal I,Pitcairn Islands,717340951.0,,,,,,,left_only
Fletcher Christian II,Pitcairn Islands,717340996.0,,,,,,,left_only
Moses Young,Pitcairn Islands,717341064.0,,,,,,,left_only
Matthew McCoy (Magistrate),Pitcairn Islands,717345596.0,,,,,,,left_only
Arthur Quintal II,Pitcairn Islands,717346443.0,,,,,,,left_only
Charles Christian II,Pitcairn Islands,717350782.0,,,,,,,left_only
Norris Henry Young,Pitcairn Islands,717867039.0,,,,,,,left_only
Arthur Galsworthy,Pitcairn Islands,719706841.0,,,,,,,left_only
Jonathan Sinclair,Pitcairn Islands,731458576.0,,,,,,,left_only
Simon Young (magistrate),Pitcairn Islands,748179514.0,,,,,,,left_only
Brian Young (magistrate),Pitcairn Islands,749046736.0,,,,,,,left_only
Joshua Hill (Pitcairn Island leader),Pitcairn Islands,751464749.0,,,,,,,left_only
George Fergusson (diplomat),Pitcairn Islands,754790610.0,,,,,,,left_only
James Russell McCoy,Pitcairn Islands,754935959.0,,,,,,,left_only
Matthew Edmond McCoy,Pitcairn Islands,754935982.0,,,,,,,left_only
Richard Fell,Pitcairn Islands,764601118.0,,,,,,,left_only
William Alfred Young,Pitcairn Islands,779056744.0,,,,,,,left_only
Governor of Pitcairn,Pitcairn Islands,782764117.0,,,,,,,left_only
Martin Williams (diplomat),Pitcairn Islands,783746509.0,,,,,,,left_only
David Aubrey Scott,Pitcairn Islands,785508390.0,,,,,,,left_only
Harold Smedley,Pitcairn Islands,788318957.0,,,,,,,left_only
List of high commissioners of the United Kingdom to New Zealand,Pitcairn Islands,790881651.0,,,,,,,left_only
Betty Christian,Pitcairn Islands,791265995.0,,,,,,,left_only
Meralda Warren,Pitcairn Islands,794905581.0,,,,,,,left_only
Victoria Treadell,Pitcairn Islands,795649021.0,,,,,,,left_only
Charles Richard Parkin Christian,Pitcairn Islands,796203049.0,,,,,,,left_only
Warren Clive Christian,Pitcairn Islands,796203180.0,,,,,,,left_only
Jay Warren,Pitcairn Islands,796203252.0,,,,,,,left_only
Robert Alston,Pitcairn Islands,796592041.0,,,,,,,left_only
Butterworth Stavely,Pitcairn Islands,797221428.0,,,,,,,left_only
Gerard Bromley Robert Christian,Pitcairn Islands,799551777.0,,,,,,,left_only
Ivan Christian,Pitcairn Islands,799551778.0,,,,,,,left_only
Pervis Ferris Young,Pitcairn Islands,799551779.0,,,,,,,left_only
Thursday October Christian II,Pitcairn Islands,799551780.0,,,,,,,left_only
Brenda Christian,Pitcairn Islands,799551784.0,,,,,,,left_only
Shawn Christian (mayor),Pitcairn Islands,800137512.0,,,,,,,left_only
List of rulers of the Pitcairn Islands,Pitcairn Islands,801175970.0,,,,,,,left_only
Earl Asim Martin,Saint Kitts and Nevis,687127320.0,,,,,,,left_only
Paul Southwell,Saint Kitts and Nevis,703666654.0,,,,,,,left_only
Lee Moore (politician),Saint Kitts and Nevis,709078753.0,,,,,,,left_only
Joseph Parry (politician),Saint Kitts and Nevis,709078817.0,,,,,,,left_only
Robert James Dugu Gordon,Saint Kitts and Nevis,710428915.0,,,,,,,left_only
Sam Condor,Saint Kitts and Nevis,720360218.0,,,,,,,left_only
Joseph Nathaniel France,Saint Kitts and Nevis,720572188.0,,,,,,,left_only
Shawn Richards,Saint Kitts and Nevis,723892438.0,,,,,,,left_only
Patrice Nisbett,Saint Kitts and Nevis,737165159.0,,,,,,,left_only
Premier of Nevis,Saint Kitts and Nevis,757950077.0,,,,,,,left_only
Vance Amory,Saint Kitts and Nevis,774778329.0,,,,,,,left_only
Edmund Wickham Lawrence (Governor-General),Saint Kitts and Nevis,778464259.0,,,,,,,left_only
Ada Mae Edwards,Saint Kitts and Nevis,779378782.0,,,,,,,left_only
Constance V. Mitcham,Saint Kitts and Nevis,779379168.0,,,,,,,left_only
Marcella Liburd,Saint Kitts and Nevis,783358108.0,,,,,,,left_only
Mark Brantley,Saint Kitts and Nevis,784208810.0,,,,,,,left_only
Attorney General of Saint Kitts and Nevis,Saint Kitts and Nevis,787971501.0,,,,,,,left_only
Clement Arrindell,Saint Kitts and Nevis,788231533.0,,,,,,,left_only
Tapley Seaton,Saint Kitts and Nevis,792406694.0,,,,,,,left_only
Konris Maynard,Saint Kitts and Nevis,794794927.0,,,,,,,left_only
Robert Llewellyn Bradshaw,Saint Kitts and Nevis,796076948.0,,,,,,,left_only
Simeon Daniel,Saint Kitts and Nevis,797053483.0,,,,,,,left_only
List of Prime Ministers of Saint Kitts and Nevis,Saint Kitts and Nevis,797760842.0,,,,,,,left_only
Kennedy Simmonds,Saint Kitts and Nevis,798766032.0,,,,,,,left_only
Timothy Harris,Saint Kitts and Nevis,799339256.0,,,,,,,left_only
Ouboutou Tegremante,Saint Kitts and Nevis,799930780.0,,,,,,,left_only
Eustace John,Saint Kitts and Nevis,802273418.0,,,,,,,left_only
Denzil Douglas,Saint Kitts and Nevis,804081241.0,,,,,,,left_only
Governor-General of Saint Kitts and Nevis,Saint Kitts and Nevis,804862608.0,,,,,,,left_only
Cuthbert Sebastian,Saint Kitts and Nevis,804942241.0,,,,,,,left_only
List of mayors of Radoviš,Macedonia,690088836.0,,,,,,,left_only
Trifun Kostovski,Macedonia,711339559.0,,,,,,,left_only
Dimitar Dimitrov (writer),Macedonia,714327408.0,,,,,,,left_only
Jagnula Kunovska,Macedonia,715648720.0,,,,,,,left_only
Stevo Pendarovski,Macedonia,717927538.0,,,,,,,left_only
Gordan Georgiev,Macedonia,724075817.0,,,,,,,left_only
Slobodan Čašule,Macedonia,724421215.0,,,,,,,left_only
Spiro Ristovski,Macedonia,724502588.0,,,,,,,left_only
Valon Saracini,Macedonia,725551017.0,,,,,,,left_only
Mile Zechevikj,Macedonia,725560890.0,,,,,,,left_only
Nikola Spasovski,Macedonia,725570133.0,,,,,,,left_only
Vančo Šontevski,Macedonia,725570918.0,,,,,,,left_only
Risto Gjorgjiev,Macedonia,725570977.0,,,,,,,left_only
Vlado Misajlovski,Macedonia,725577168.0,,,,,,,left_only
Ksente Bogoev,Macedonia,728545577.0,,,,,,,left_only
Ferdinand Odžakov,Macedonia,736545789.0,,,,,,,left_only
Slobodan Bogoevski,Macedonia,738375479.0,,,,,,,left_only
Ministry of Environment and Physical Planning,Macedonia,738431228.0,,,,,,,left_only
Vangel Ajanovski-Oče,Macedonia,751054819.0,,,,,,,left_only
Emil Kirjas,Macedonia,756341426.0,,,,,,,left_only
Abdylaqim Ademi,Macedonia,762110004.0,,,,,,,left_only
Dobri Veličkovski,Macedonia,763061803.0,,,,,,,left_only
Stanko Mladenovski,Macedonia,764411930.0,,,,,,,left_only
Siljan Avramovski,Macedonia,765551331.0,,,,,,,left_only
Goran Mitevski,Macedonia,771736771.0,,,,,,,left_only
Stevčo Jakimovski,Macedonia,774773036.0,,,,,,,left_only
Mile Janakieski,Macedonia,774773200.0,,,,,,,left_only
Ilija Dimovski,Macedonia,779048199.0,,,,,,,left_only
Todor Petrov,Macedonia,780424320.0,,,,,,,left_only
Metodija Andonov-Čento,Macedonia,781819701.0,,,,,,,left_only
Vera Aceva,Macedonia,783955998.0,,,,,,,left_only
Dragan Bogdanovski,Macedonia,784214010.0,,,,,,,left_only
Ljupco Andonovski,Macedonia,786138077.0,,,,,,,left_only
Abdilaqim Ademi,Macedonia,787391041.0,,,,,,,left_only
Timco Mucunski,Macedonia,787914897.0,,,,,,,left_only
Gabriela Konevska-Trajkovska,Macedonia,787991725.0,,,,,,,left_only
Ilinka Mitreva,Macedonia,787991780.0,,,,,,,left_only
Igor Džundev,Macedonia,788000145.0,,,,,,,left_only
Ljube Boškoski,Macedonia,788026057.0,,,,,,,left_only
Zoran Veruševski,Macedonia,788727080.0,,,,,,,left_only
Andrej Žernovski,Macedonia,789073582.0,,,,,,,left_only
Mincho Jordanov,Macedonia,790065914.0,,,,,,,left_only
Gordana Jankuloska,Macedonia,790422718.0,,,,,,,left_only
Sašo Mijalkov,Macedonia,790441999.0,,,,,,,left_only
Maksim Dimitrievski,Macedonia,791059536.0,,,,,,,left_only
Bojan Bojanovski,Macedonia,791879937.0,,,,,,,left_only
Boris Trajkovski,Macedonia,791970429.0,,,,,,,left_only
Mirvan Xhemaili,Macedonia,791991542.0,,,,,,,left_only
Branko Crvenkovski,Macedonia,792146742.0,,,,,,,left_only
Bujar Osmani,Macedonia,792571494.0,,,,,,,left_only
Zoran Stavreski,Macedonia,795362031.0,,,,,,,left_only
Adnan Jashari,Macedonia,797194590.0,,,,,,,left_only
Radmila Šekerinska,Macedonia,797194679.0,,,,,,,left_only
Džordže Arsov,Macedonia,800739330.0,,,,,,,left_only
Savo Klimovski,Macedonia,801846630.0,,,,,,,left_only
Alajdin Demiri,Macedonia,803102189.0,,,,,,,left_only
President of Macedonia,Macedonia,804647547.0,,,,,,,left_only
Kiro Gligorov,Macedonia,804752356.0,,,,,,,left_only
Mayor of the City of Skopje,Macedonia,805813045.0,,,,,,,left_only
Gjorge Ivanov,Macedonia,805874186.0,,,,,,,left_only
Josif Mihajlović Jurukovski,Macedonia,806155912.0,,,,,,,left_only
Zoran Jolevski,Macedonia,806217021.0,,,,,,,left_only
Zoran Zaev,Macedonia,806504184.0,,,,,,,left_only
Teuta Arifi,Macedonia,806835501.0,,,,,,,left_only
Koce Trajanovski,Macedonia,807092813.0,,,,,,,left_only
Zaur Avidzba,Abkhazia,694519009.0,,,,,,,left_only
Zaur Ardzinba,Abkhazia,704938340.0,,,,,,,left_only
Zurab Achba,Abkhazia,721094337.0,,,,,,,left_only
Shota Shamatava,Abkhazia,723736482.0,,,,,,,left_only
Sumbat Saakian,Abkhazia,755193428.0,,,,,,,left_only
Zakan Jugelia,Abkhazia,786203824.0,,,,,,,left_only
Raul Eshba,Abkhazia,789039267.0,,,,,,,left_only
Bagrat Shinkuba,Abkhazia,789818648.0,,,,,,,left_only
Samson Chanba,Abkhazia,789818730.0,,,,,,,left_only
Efrem Eshba,Abkhazia,798644673.0,,,,,,,left_only
Garri Aiba,Abkhazia,799618550.0,,,,,,,left_only
Zhiuli Shartava,Abkhazia,802029007.0,,,,,,,left_only
Yuri Voronov,Abkhazia,803018106.0,,,,,,,left_only
Gennadi Berulava,Abkhazia,805063877.0,,,,,,,left_only
Guram Gabiskiria,Abkhazia,805775169.0,,,,,,,left_only
Nestor Lakoba,Abkhazia,805967589.0,,,,,,,left_only
Young Vivian,Niuean,703037968.0,,,,,,,left_only
Robert Rex,Niuean,763768679.0,,,,,,,left_only
Atapana Siakimotu,Niuean,766068997.0,,,,,,,left_only
Ahohiva Levi,Niuean,766068998.0,,,,,,,left_only
Bill Vakaafi Motufoou,Niuean,766069253.0,,,,,,,left_only
Pokotoa Sipeli,Niuean,766069256.0,,,,,,,left_only
Terry Coe,Niuean,766069372.0,,,,,,,left_only
Togiavalu Pihigia,Niuean,766069407.0,,,,,,,left_only
Hima Douglas,Niuean,766069520.0,,,,,,,left_only
Dalton Tagelagi,Niuean,766069576.0,,,,,,,left_only
Michael Jackson (journalist),Niuean,770018880.0,,,,,,,left_only
Enetama Lipitoa,Niuean,771152922.0,,,,,,,left_only
Sani Lakatani,Niuean,775947817.0,,,,,,,left_only
O'Love Jacobsen,Niuean,779369629.0,,,,,,,left_only
Sisilia Talagi,Niuean,779369671.0,,,,,,,left_only
Salilo Tongia,Niuean,779369724.0,,,,,,,left_only
Va'aiga Tukuitonga,Niuean,779369750.0,,,,,,,left_only
Togia Sioneholo,Niuean,796747380.0,,,,,,,left_only
Premier of Niue,Niuean,797757076.0,,,,,,,left_only
Toke Talagi,Niuean,803392432.0,,,,,,,left_only
Frank Lui,Niuean,804027488.0,,,,,,,left_only
Joan Viliamu,Niuean,806666816.0,,,,,,,left_only
Noel Ahipeaud,Ivorian,703133769.0,,,,,,,left_only
Tuo Fozié,Ivorian,708711840.0,,,,,,,left_only
Léon Emmanuel Monnet,Ivorian,710585105.0,,,,,,,left_only
Pierre Djédji Amondji,Ivorian,713176326.0,,,,,,,left_only
Diabete Aboubacar Siriki,Ivorian,713381693.0,,,,,,,left_only
Auguste Denise,Ivorian,714183793.0,,,,,,,left_only
Philippe Yacé,Ivorian,714200423.0,,,,,,,left_only
Jean-Baptiste Mockey,Ivorian,714822110.0,,,,,,,left_only
Séry Bailly,Ivorian,725560428.0,,,,,,,left_only
Laurent Akoun,Ivorian,729142061.0,,,,,,,left_only
Daniel Aka Ahizi,Ivorian,733596387.0,,,,,,,left_only
Bamba Mamadou,Ivorian,735408389.0,,,,,,,left_only
Simeon Aké,Ivorian,743428650.0,,,,,,,left_only
Martial Joseph Ahipeaud,Ivorian,744522699.0,,,,,,,left_only
Innocent Anaky,Ivorian,744920472.0,,,,,,,left_only
First Lady of Ivory Coast,Ivorian,749766207.0,,,,,,,left_only
Queen Pokou,Ivorian,750972336.0,,,,,,,left_only
Émile Boga Doudou,Ivorian,755479236.0,,,,,,,left_only
Adrien Jules Jean Bonhoure,Ivorian,756060260.0,,,,,,,left_only
Seydou Diarra,Ivorian,760303900.0,,,,,,,left_only
Gilbert Aké,Ivorian,760304267.0,,,,,,,left_only
Jeannot Ahoussou-Kouadio,Ivorian,760393381.0,,,,,,,left_only
Henri Konan Bédié,Ivorian,764345360.0,,,,,,,left_only
Affoussiata Bamba-Lamine,Ivorian,766524815.0,,,,,,,left_only
Lambert Amon Tanoh,Ivorian,767265950.0,,,,,,,left_only
Jean-Louis Billon,Ivorian,768302622.0,,,,,,,left_only
Robert Beugré Mambé,Ivorian,769591168.0,,,,,,,left_only
Abdourahmane Cissé,Ivorian,770710515.0,,,,,,,left_only
Vice-President of Ivory Coast,Ivorian,774756970.0,,,,,,,left_only
Jean Konan Banny,Ivorian,776348888.0,,,,,,,left_only
Jacqueline Oble,Ivorian,779741800.0,,,,,,,left_only
Ernest Boka,Ivorian,784395089.0,,,,,,,left_only
François Amichia,Ivorian,787310676.0,,,,,,,left_only
Aboubakar Diaby Ouattara,Ivorian,787437447.0,,,,,,,left_only
Youssouf Bakayoko,Ivorian,788065543.0,,,,,,,left_only
Chantal Compaoré,Ivorian,788330706.0,,,,,,,left_only
Désiré Tagro,Ivorian,788421683.0,,,,,,,left_only
Mamadou Koulibaly,Ivorian,788462808.0,,,,,,,left_only
Pascal Affi N'Guessan,Ivorian,788498433.0,,,,,,,left_only
Étienne Djaument,Ivorian,788825623.0,,,,,,,left_only
Victor Biaka Boda,Ivorian,788825785.0,,,,,,,left_only
Loubo Augustin Djessou,Ivorian,788827789.0,,,,,,,left_only
Aké Loba,Ivorian,789476691.0,,,,,,,left_only
Aya Virginie Toure,Ivorian,790279945.0,,,,,,,left_only
Bernard Zadi Zaourou,Ivorian,791177695.0,,,,,,,left_only
Charles Konan Banny,Ivorian,793682835.0,,,,,,,left_only
Christine Adjobi,Ivorian,794194775.0,,,,,,,left_only
Charles Blé Goudé,Ivorian,797168824.0,,,,,,,left_only
Sékou Sanogo,Ivorian,797736207.0,,,,,,,left_only
Paul Antoine Bohoun Bouabré,Ivorian,797737768.0,,,,,,,left_only
Léon Konan Koffi,Ivorian,799061508.0,,,,,,,left_only
